@relation adult_test.data-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement

@attribute age numeric
@attribute ' workclass' {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute ' fnlwg' numeric
@attribute ' education' {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute ' education-num' numeric
@attribute ' marital-status' {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute ' occupation' {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute ' relationship' {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute ' race' {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute ' sex' {' Male',' Female'}
@attribute ' capital-gain' numeric
@attribute ' capital-loss' numeric
@attribute ' hours-per-week' numeric
@attribute ' native-country' {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute ' class' {' <=50K',' >50K',suspicious}

@data
60,' Self-emp-not-inc',36568,' 9th',5,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,70,' United-States',' <=50K'
59,' Private',200316,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',176862,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
39,' State-gov',305541,' HS-grad',9,' Never-married',' Other-service',' Unmarried',' White',' Female',0,0,55,' United-States',' <=50K'
50,' Private',151159,' Assoc-voc',11,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,55,' United-States',' <=50K'
52,' Private',389270,' Assoc-voc',11,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,36,' United-States',' <=50K'
47,' Local-gov',250745,' HS-grad',9,' Divorced',' Other-service',' Own-child',' White',' Female',0,0,32,' United-States',' <=50K'
61,' Private',205266,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
48,' Private',178313,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
40,' Private',228659,' Assoc-acdm',12,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
19,' Local-gov',273187,' HS-grad',9,' Never-married',' Protective-serv',' Own-child',' White',' Female',0,0,36,' United-States',' <=50K'
38,' Self-emp-not-inc',143385,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,80,' United-States',' <=50K'
23,' Private',210474,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
37,' Local-gov',175120,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
56,' Local-gov',205759,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',103634,' HS-grad',9,' Never-married',' Protective-serv',' Unmarried',' White',' Male',0,0,35,' United-States',' <=50K'
39,' Self-emp-not-inc',263081,' HS-grad',9,' Never-married',' Exec-managerial',' Not-in-family',' Black',' Male',0,0,50,' United-States',' <=50K'
24,' Private',181820,' Some-college',10,' Never-married',' Farming-fishing',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
28,' Private',244650,' HS-grad',9,' Never-married',' Machine-op-inspct',' Own-child',' Black',' Female',0,1602,25,' United-States',' <=50K'
59,' Private',180645,' HS-grad',9,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
19,' Private',134252,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Male',0,0,15,' United-States',' <=50K'
19,' Private',163015,' Some-college',10,' Never-married',' Machine-op-inspct',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
44,' Self-emp-not-inc',92162,' HS-grad',9,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
47,' Private',117849,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
49,' Private',248145,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Other-relative',' White',' Male',0,0,40,' Nicaragua',' <=50K'
38,' Private',213512,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
42,' Private',172641,' 7th-8th',4,' Separated',' Machine-op-inspct',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
73,' Self-emp-not-inc',110787,' Doctorate',16,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',1409,0,2,' United-States',' <=50K'
71,' Private',150943,' Bachelors',13,' Widowed',' Exec-managerial',' Other-relative',' White',' Female',0,0,40,' United-States',' <=50K'
32,' Private',308365,' HS-grad',9,' Never-married',' Craft-repair',' Other-relative',' Black',' Male',0,0,38,' United-States',' <=50K'
33,' Private',251117,' 5th-6th',3,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
56,' Private',136164,' Some-college',10,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
21,' Private',161902,' 11th',7,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',193089,' HS-grad',9,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,43,' United-States',' <=50K'
52,' Private',93127,' 11th',7,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,32,' United-States',' <=50K'
21,' State-gov',51979,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,11,' United-States',' <=50K'
20,' Self-emp-not-inc',428299,' HS-grad',9,' Never-married',' Sales',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
20,' ?',116773,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' ?',' <=50K'
46,' Private',135803,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,40,' Philippines',' <=50K'
29,' Private',57617,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,34,' United-States',' <=50K'
30,' Local-gov',295737,' HS-grad',9,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
39,' Private',34996,' HS-grad',9,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
20,' Private',147523,' 9th',5,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Female',0,0,40,' El-Salvador',' <=50K'
38,' Private',367260,' Doctorate',16,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
55,' Private',147989,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,58,' United-States',' <=50K'
35,' ?',186489,' 11th',7,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,2603,40,' United-States',' <=50K'
34,' Local-gov',80411,' Some-college',10,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
38,' Private',311523,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' Other',' Male',0,0,40,' Iran',' <=50K'
51,' Private',192386,' Assoc-voc',11,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',6849,0,40,' United-States',' <=50K'
40,' Private',104397,' HS-grad',9,' Married-civ-spouse',' Sales',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
26,' Private',132749,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
35,' State-gov',213076,' Bachelors',13,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
48,' Private',44907,' Bachelors',13,' Divorced',' Tech-support',' Not-in-family',' White',' Female',0,0,45,' United-States',' <=50K'
45,' Private',188794,' HS-grad',9,' Divorced',' Other-service',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
21,' Private',270043,' Some-college',10,' Never-married',' Tech-support',' Own-child',' White',' Female',0,0,25,' United-States',' <=50K'
27,' Private',96718,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,39,' United-States',' <=50K'
40,' Private',38389,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
23,' State-gov',1117718,' Some-college',10,' Never-married',' Protective-serv',' Not-in-family',' Black',' Male',0,0,30,' United-States',' <=50K'
26,' Private',151971,' Some-college',10,' Never-married',' Handlers-cleaners',' Unmarried',' White',' Male',0,0,35,' United-States',' <=50K'
26,' Federal-gov',269353,' Assoc-voc',11,' Never-married',' Adm-clerical',' Not-in-family',' Other',' Male',0,0,55,' United-States',' <=50K'
67,' ?',194456,' Masters',14,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,10,' United-States',' <=50K'
64,' ?',117349,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,24,' United-States',' <=50K'
57,' ?',190514,' 9th',5,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
17,' Private',134829,' 11th',7,' Never-married',' Other-service',' Own-child',' White',' Male',2176,0,20,' United-States',' <=50K'
35,' Private',103710,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
20,' ?',195075,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
53,' Private',590941,' Doctorate',16,' Never-married',' Prof-specialty',' Unmarried',' White',' Female',0,1408,40,' United-States',' <=50K'
42,' Private',186689,' HS-grad',9,' Married-civ-spouse',' Other-service',?,' Black',' Female',0,0,60,' United-States',' <=50K'
64,' Private',135527,' Assoc-voc',11,' Divorced',' Tech-support',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
42,' Private',478373,' Assoc-acdm',12,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
34,' Local-gov',398988,?,13,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,18,' United-States',' <=50K'
17,' Private',171461,' 10th',6,' Never-married',' Sales',' Own-child',' White',' Female',0,0,14,' United-States',' <=50K'
40,' Self-emp-inc',29520,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,65,' United-States',' <=50K'
75,' ?',222789,' HS-grad',9,' Widowed',' ?',' Not-in-family',' White',' Female',0,0,9,' United-States',' <=50K'
37,' State-gov',195843,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',5013,0,40,' United-States',' <=50K'
28,' Private',692831,?,13,' Never-married',' Exec-managerial',' Not-in-family',' Black',' Male',0,0,48,' United-States',' <=50K'
28,' Private',424340,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
22,' Private',170583,' 11th',7,' Never-married',' Craft-repair',' Not-in-family',' Amer-Indian-Eskimo',' Male',0,0,40,' United-States',' <=50K'
34,' Private',97614,' HS-grad',9,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
42,' Private',198955,' 9th',5,' Divorced',' Machine-op-inspct',' Not-in-family',' Black',' Female',0,0,46,' United-States',' <=50K'
35,' Private',198841,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
37,' Private',486194,' Some-college',10,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,50,' Guatemala',' <=50K'
37,' Private',92028,?,13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
39,' Local-gov',52401,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,50,' United-States',' <=50K'
62,' Local-gov',103344,' HS-grad',9,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',176131,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
56,' Private',21626,' HS-grad',9,' Never-married',' Adm-clerical',' Unmarried',' White',' Male',0,0,43,' United-States',' <=50K'
20,' ?',50163,' Some-college',10,' Never-married',' ?',' Not-in-family',' White',' Male',0,0,25,' United-States',' <=50K'
45,' State-gov',112761,' Some-college',10,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,45,' United-States',' <=50K'
40,' Private',59916,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
23,' Private',864960,' 10th',6,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
39,' Local-gov',174597,?,13,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,42,' United-States',' <=50K'
44,' Private',105475,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' Other',' Male',0,0,40,' Puerto-Rico',' <=50K'
64,' Private',29559,' HS-grad',9,' Divorced',' Handlers-cleaners',' Not-in-family',' White',' Female',0,0,38,' United-States',' <=50K'
28,' Private',334032,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
20,' ?',216672,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
33,' Private',157216,' Masters',14,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
65,' Local-gov',172646,' 9th',5,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
41,' Private',123306,' Some-college',10,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',201101,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
40,' Private',101593,' HS-grad',9,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
28,' Private',129814,' Some-college',10,' Separated',' Craft-repair',' Unmarried',' White',' Male',0,0,50,' United-States',' <=50K'
48,' Private',164954,' HS-grad',9,' Never-married',' Other-service',' Own-child',' Black',' Female',0,0,42,' United-States',' <=50K'
44,' Private',69236,' Some-college',10,' Divorced',' Adm-clerical',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,40,' Japan',' <=50K'
34,' Local-gov',182926,' HS-grad',9,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
59,' Self-emp-not-inc',211678,' Masters',14,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,15,' United-States',' <=50K'
32,' Private',93283,' Assoc-voc',11,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',168221,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
19,' Private',81961,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
65,' Private',183544,' 9th',5,' Widowed',' Sales',' Not-in-family',' White',' Female',0,0,38,' United-States',' <=50K'
24,' Private',103277,' Assoc-voc',11,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
42,' Private',188789,' 7th-8th',4,' Widowed',' Handlers-cleaners',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
49,' Private',123807,' HS-grad',9,' Separated',' Adm-clerical',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
30,' Private',328734,' 10th',6,' Never-married',' Machine-op-inspct',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
47,' Private',138342,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
26,' ?',228457,' 11th',7,' Never-married',' ?',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
42,' Local-gov',178983,?,13,' Divorced',' Prof-specialty',' Unmarried',' White',' Female',0,0,37,' United-States',' <=50K'
61,' Private',221534,' HS-grad',9,' Divorced',' Machine-op-inspct',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
41,' Private',298161,' Assoc-voc',11,' Divorced',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' Cuba',' <=50K'
19,' State-gov',116385,' Assoc-acdm',12,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,18,' United-States',' <=50K'
65,' Self-emp-not-inc',200565,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,18,' United-States',' <=50K'
58,' Private',185459,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
23,' Private',211345,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' Nicaragua',' <=50K'
44,' Private',271282,?,13,' Divorced',' Machine-op-inspct',' Unmarried',' White',' Female',0,0,56,' United-States',' <=50K'
28,' Private',180299,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,48,' United-States',' <=50K'
29,' Private',245226,' HS-grad',9,' Never-married',' Handlers-cleaners',' Unmarried',' Black',' Male',0,0,40,' United-States',' <=50K'
53,' Private',295896,' 11th',7,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
63,' Private',165775,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,21,' United-States',' <=50K'
26,' Private',60726,' Masters',14,' Never-married',' Exec-managerial',' Not-in-family',' Black',' Male',6849,0,50,' United-States',' <=50K'
35,' Private',393673,' Some-college',10,' Never-married',' Tech-support',' Other-relative',' White',' Female',0,0,40,' United-States',' <=50K'
39,' Private',210945,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,48,' United-States',' <=50K'
59,' Private',32446,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
30,' State-gov',119197,' Masters',14,' Divorced',' Prof-specialty',' Not-in-family',' Amer-Indian-Eskimo',' Male',0,0,50,' United-States',' <=50K'
20,' Private',63633,' Some-college',10,' Never-married',' Other-service',' Unmarried',' White',' Female',0,0,25,' United-States',' <=50K'
24,' Private',150683,?,13,' Never-married',' Tech-support',' Own-child',' White',' Male',0,0,42,' United-States',' <=50K'
31,' Federal-gov',206857,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
18,' ?',243203,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' Puerto-Rico',' <=50K'
25,' Private',207621,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
37,' Private',235070,' HS-grad',9,' Married-spouse-absent',' Other-service',' Unmarried',' Black',' Female',0,0,35,' Haiti',' <=50K'
36,' Private',274106,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,45,' Mexico',' <=50K'
61,' Private',163729,' HS-grad',9,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
72,' Self-emp-not-inc',28865,' 7th-8th',4,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,14,' United-States',' <=50K'
63,' Private',134960,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' Scotland',' <=50K'
24,' ?',234791,' Some-college',10,' Divorced',' ?',' Unmarried',' White',' Female',0,0,25,' United-States',' <=50K'
21,' Local-gov',136208,' Some-college',10,' Never-married',' Protective-serv',' Own-child',' White',' Male',0,0,48,' United-States',' <=50K'
29,' Private',257992,' Assoc-voc',11,' Never-married',' Sales',' Own-child',' Black',' Male',0,0,23,' United-States',' <=50K'
40,' Private',114157,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
44,' Private',75742,?,13,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',218415,' Some-college',10,' Never-married',' Tech-support',' Unmarried',' White',' Female',0,0,50,' United-States',' <=50K'
25,' Private',150312,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
71,' Private',124901,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
65,' ?',193365,' Some-college',10,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
44,' Private',172364,' 1st-4th',2,' Married-civ-spouse',' Transport-moving',?,' White',' Female',3908,0,60,' United-States',' <=50K'
24,' Private',254767,' 11th',7,' Never-married',' Sales',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
44,' Private',324311,' 5th-6th',3,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,32,' Mexico',' <=50K'
38,' Private',258339,' Assoc-voc',11,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,70,' Iran',' <=50K'
19,' Private',44047,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',40255,' Some-college',10,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,80,' United-States',' <=50K'
25,' Self-emp-not-inc',314464,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
54,' ?',389182,' HS-grad',9,' Divorced',' ?',' Not-in-family',' White',' Female',0,0,60,' Germany',' <=50K'
37,' Local-gov',76845,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' Black',' Male',0,0,40,' ?',' <=50K'
18,' State-gov',268520,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
48,' Private',180010,' Some-college',10,' Separated',' Craft-repair',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
33,' Private',202339,' 11th',7,' Never-married',' Sales',' Unmarried',' White',' Female',0,0,34,' United-States',' <=50K'
24,' Self-emp-not-inc',162688,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',185386,' 5th-6th',3,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,42,' Mexico',' <=50K'
60,' Self-emp-not-inc',145209,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
48,' Private',278303,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,55,' United-States',' <=50K'
38,' ?',295166,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
63,' ?',107085,' HS-grad',9,' Widowed',' ?',' Not-in-family',' White',' Female',0,0,7,' United-States',' <=50K'
23,' ?',172232,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
54,' ?',186565,' Masters',14,' Divorced',' ?',' Not-in-family',' White',' Male',0,0,1,' United-States',' <=50K'
33,' State-gov',120460,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
41,' Private',319271,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
20,' Private',117767,' Some-college',10,' Never-married',' Prof-specialty',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
18,' Private',358121,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,25,' United-States',' <=50K'
33,' Local-gov',187203,?,13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
35,' Private',306156,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
65,' ?',94809,' HS-grad',9,' Widowed',' ?',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
38,' Private',219757,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
36,' Private',179731,' HS-grad',9,' Never-married',' Priv-house-serv',' Other-relative',' White',' Female',0,0,20,' ?',' <=50K'
56,' Federal-gov',338242,' Assoc-voc',11,' Widowed',' Adm-clerical',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
27,' State-gov',162312,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,50,' South',' <=50K'
38,' Private',110167,' Masters',14,' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
35,' State-gov',37314,' Assoc-voc',11,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
42,' Private',162884,' HS-grad',9,' Divorced',' Priv-house-serv',' Unmarried',' White',' Female',0,0,60,' Columbia',' <=50K'
28,' Private',137063,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,65,' United-States',' <=50K'
62,' Private',343982,' 10th',6,' Widowed',' Adm-clerical',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
63,' Private',153894,' Assoc-voc',11,' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',0,0,24,' Puerto-Rico',' <=50K'
26,' Private',122920,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,56,' United-States',' <=50K'
25,' Private',60358,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
33,' Self-emp-not-inc',94041,?,13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,1974,30,' United-States',' <=50K'
54,' Private',288557,' HS-grad',9,' Widowed',' Sales',' Not-in-family',' White',' Female',0,0,46,' United-States',' <=50K'
74,' Private',282553,' 7th-8th',4,' Widowed',' Other-service',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
41,' Private',231507,' HS-grad',9,' Divorced',' Sales',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
25,' Private',81286,' HS-grad',9,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',2174,0,40,' United-States',' <=50K'
